,formatted_date,high,low,open,close,volume,adjclose,H-L,O-C,SMA_7,SMA_14,SMA_21,SD_7,SD_21
20,2014-10-07,339.2470092773437,320.48199462890625,330.5840148925781,336.18701171875,49199900,336.18701171875,18.765014648437443,-5.602996826171875,347.6915719168527,372.2969273158482,387.3521423339844,24.88539905772614,36.58737529169019
21,2014-10-08,354.364013671875,327.18798828125,336.1159973144531,352.94000244140625,54736300,352.94000244140625,27.176025390625,-16.824005126953125,343.30943080357144,367.2779998779297,382.38099888392856,19.656764873583416,33.57118994663212
22,2014-10-09,382.72601318359375,347.68701171875,352.7479858398437,365.0260009765625,83641104,365.0260009765625,35.03900146484375,-12.278015136718807,341.8742893763951,363.95314243861606,379.551760718936,17.159361911776724,32.330044618198855
23,2014-10-10,375.0669860839844,352.9630126953125,364.68701171875,361.56201171875,43665700,361.56201171875,22.103973388671875,3.125,342.16714913504467,360.8915012904576,377.9691903250558,17.52417210105493,32.35991743903641
24,2014-10-11,367.1910095214844,355.95098876953125,361.3619995117188,362.2990112304688,13345200,362.2990112304688,11.240020751953125,-0.93701171875,346.9432939801897,358.23286002022877,375.7499055408296,17.84782882017895,31.72416112838849
25,2014-10-12,379.4330139160156,356.1440124511719,362.6059875488281,378.5490112304688,17552800,378.5490112304688,23.28900146484375,-15.943023681640682,355.23457990373885,358.330575125558,374.7845720563616,16.981631518795,31.292521207957968
26,2014-10-13,397.22601318359375,368.8970031738281,377.9209899902344,390.41400146484375,35221400,390.41400146484375,28.329010009765625,-12.493011474609375,363.85386439732144,359.3982173374721,374.22561936151413,17.3925242688488,30.881369133345363
27,2014-10-14,411.697998046875,391.3240051269531,391.6919860839844,400.8699951171875,38491500,400.8699951171875,20.373992919921875,-9.178009033203125,373.0942905970982,360.39293125697543,372.5627150762649,17.426226712022125,28.22652779486075
28,2014-10-15,402.22698974609375,388.7659912109375,400.9549865722656,394.7730102539063,25267100,394.7730102539063,13.46099853515625,6.181976318359318,379.0704345703125,361.189932686942,371.2088114420573,16.511671336201747,26.291539343122444
29,2014-10-16,398.8070068359375,373.0700073242188,394.51800537109375,382.5559997558594,26990000,382.5559997558594,25.736999511718693,11.962005615234375,381.57472011021207,361.72450474330356,369.8270016624814,15.312384253301166,24.783273874150765
30,2014-10-17,385.4779968261719,375.3890075683594,382.7560119628906,383.7579956054688,13600700,383.7579956054688,10.0889892578125,-1.0019836425781818,384.7455749511719,363.45636204310824,368.84285917736236,12.521266049498212,23.728596630780846
31,2014-10-18,395.1579895019531,378.9710083007813,383.97601318359375,391.4419860839844,11416800,391.4419860839844,16.186981201171818,-7.465972900390625,388.9088570731027,367.92607552664623,368.4581923711868,7.749794555324832,23.26741591119076
32,2014-10-19,393.9389953613281,386.4570007324219,391.2539978027344,389.5459899902344,5914570,389.5459899902344,7.48199462890625,1.7080078125,390.47985403878346,372.85721697126115,369.04700142996654,6.273744311363057,23.652462963903723
33,2014-10-20,390.0840148925781,378.25201416015625,389.2309875488281,382.8450012207031,16419000,382.8450012207031,11.832000732421875,6.385986328125,389.3985682896205,376.62621634347096,369.3983343215216,6.907261818779528,23.80688580658254
34,2014-10-21,392.64599609375,380.8340148925781,382.4209899902344,386.4750061035156,14188900,386.4750061035156,11.811981201171875,-4.05401611328125,387.3421412876674,380.2182159423828,369.3760012672061,4.718985295136423,23.789817242428956
35,2014-10-22,388.5759887695313,382.2489929199219,386.1180114746094,383.1579895019531,11641300,383.1579895019531,6.326995849609432,2.96002197265625,385.682852608817,382.3766435895647,369.354239327567,3.573736919725089,23.776345951634994
36,2014-10-23,385.0480041503906,356.4469909667969,382.9620056152344,358.4169921875,26456900,358.4169921875,28.60101318359375,24.545013427734375,382.2344229561942,381.9045715332031,368.56114414760043,11.007859614047804,23.853735795654078
37,2014-10-24,364.3450012207031,353.30499267578125,358.59100341796875,358.3450012207031,15585700,358.3450012207031,11.040008544921875,0.246002197265625,378.603995186942,381.6747850690569,368.50557309105284,14.160749723677148,23.877219084712305
38,2014-10-25,359.8609924316406,342.87701416015625,358.6109924316406,347.27099609375,18127500,347.27099609375,16.983978271484375,11.339996337890625,372.2938537597656,380.60135541643416,369.3820016043527,17.03613133169412,22.656028393316383
39,2014-10-26,359.22100830078125,343.9309997558594,347.48699951171875,354.7040100097656,11272500,354.7040100097656,15.290008544921875,-7.217010498046875,367.3164280482701,378.8981410435268,371.01028733026413,16.22611915064174,20.046454424201702
40,2014-10-27,358.6319885253906,349.8089904785156,354.7770080566406,352.989013671875,13033000,352.989013671875,8.822998046875,1.787994384765625,363.05128696986606,376.2249276297433,372.1012398856027,15.365111319454808,18.25049288892895
41,2014-10-28,359.9840087890625,352.6789855957031,353.2149963378906,357.6180114746094,7845880,357.6180114746094,7.305023193359375,-4.40301513671875,358.9288591657366,373.135500226702,373.1217636835007,11.390118983201068,16.672838823813976
42,2014-10-29,357.8330078125,335.3429870605469,357.0889892578125,335.59100341796875,18192700,335.59100341796875,22.490020751953125,21.49798583984375,352.1335754394531,368.908214024135,372.29562087286087,8.294400222622658,18.092253614956995
43,2014-10-30,350.9129943847656,335.0719909667969,335.7090148925781,345.30499267578125,30177900,345.30499267578125,15.84100341796875,-9.595977783203125,350.2604326520647,366.2474278041295,371.35652523949034,8.117573729624288,18.978566254611923
44,2014-10-31,348.0450134277344,337.1419982910156,345.0090026855469,338.3210144042969,12545400,338.3210144042969,10.90301513671875,6.68798828125,347.39986310686385,363.0019291469029,370.24981108165923,8.319449819838985,20.215601502154332
45,2014-11-01,340.52899169921875,321.05499267578125,338.6499938964844,325.7489929199219,16677200,325.7489929199219,19.4739990234375,12.9010009765625,344.3252912248884,358.309572492327,368.5093340192522,11.67513097122551,22.390739170657532
46,2014-11-02,329.04998779296875,320.6260070800781,326.07501220703125,325.8919982910156,8603620,325.8919982910156,8.423980712890625,0.183013916015625,340.20928955078125,353.76285879952565,366.0018572126116,12.45880074133167,24.09388922484653
47,2014-11-03,334.00201416015625,325.4809875488281,325.5690002441406,327.5539855957031,12948500,327.5539855957031,8.521026611328125,-1.9849853515625,336.5757141113281,349.8135005405971,363.0085231236049,11.802157795208506,24.80366401978285
48,2014-11-04,331.7669982910156,325.0769958496094,327.1610107421875,330.49200439453125,15655500,330.49200439453125,6.69000244140625,-3.33099365234375,332.7005702427455,345.81471470424106,359.65719023204986,7.358233906266761,24.178924531203176
49,2014-11-05,343.3689880371094,330.6830139160156,330.6830139160156,339.4859924316406,19817200,339.4859924316406,12.68597412109375,-8.802978515625,333.25699724469865,342.6952863420759,357.02447509765625,7.750072156627584,23.152331703364165
50,2014-11-06,352.96600341796875,338.42401123046875,339.4580078125,349.2900085449219,18797000,349.2900085449219,14.5419921875,-9.832000732421875,333.8262852260045,342.0433589390346,355.4403802780878,8.85076594052448,22.44535141537096
51,2014-11-07,352.73199462890625,341.7760009765625,349.8179931640625,342.4150085449219,16834200,342.4150085449219,10.95599365234375,7.402984619140625,334.411141531808,340.90550231933594,353.47166660853793,9.320099480668516,21.635915130150394
