,formatted_date,high,low,open,close,volume,adjclose,H-L,O-C,SMA_7,SMA_14,SMA_21,SD_7,SD_21
20,2019-01-21,3608.8408203125,3558.537109375,3600.372802734375,3576.032470703125,5004347059,3576.032470703125,50.3037109375,24.34033203125,3663.397774832589,3736.813406808036,3782.927804129464,42.763654979571356,159.5003583805613
21,2019-01-22,3620.74658203125,3539.721435546875,3575.081298828125,3604.5771484375,5313623556,3604.5771484375,81.025146484375,-29.495849609375,3644.9499162946427,3704.4283447265625,3774.7548479352677,49.537467244929154,165.72465570491983
22,2019-01-23,3623.06787109375,3565.31396484375,3605.55712890625,3585.123046875,5433755649,3585.123046875,57.75390625,20.43408203125,3641.2423967633927,3674.0001395089284,3763.152029854911,51.63767698579664,168.7526971689622
23,2019-01-24,3616.08740234375,3569.0927734375,3584.500244140625,3600.865478515625,5262869046,3600.865478515625,46.99462890625,-16.365234375,3631.617989676339,3641.8636300223216,3746.649727957589,55.463195467997835,168.4573860595354
24,2019-01-25,3612.927734375,3575.597412109375,3607.390380859375,3599.765869140625,5265847539,3599.765869140625,37.330322265625,7.62451171875,3621.5322614397323,3637.1047014508927,3735.952125186012,51.931865969632824,169.89059215825148
25,2019-01-26,3654.93310546875,3593.345947265625,3599.71533203125,3602.46044921875,5098183235,3602.46044921875,61.587158203125,-2.7451171875,3614.009033203125,3630.872000558036,3723.9398135230654,50.5137648501052,170.1948111345301
26,2019-01-27,3612.67138671875,3567.245849609375,3604.687255859375,3583.9658203125,5570752966,3583.9658203125,45.425537109375,20.721435546875,3596.7577776227677,3627.001935686384,3712.9002046130954,12.21535819055035,170.0460573030919
27,2019-01-28,3586.7509765625,3439.23291015625,3584.283203125,3470.450439453125,6908930483,3470.450439453125,147.51806640625,113.832763671875,3594.4592633928573,3628.9285191127233,3689.3620256696427,12.915457683384789,149.91585321820105
28,2019-01-29,3476.0654296875,3400.81982421875,3468.8701171875,3448.116943359375,5897159493,3448.116943359375,75.24560546875,20.753173828125,3579.2862374441966,3612.11807686942,3662.714308965774,49.64278632032989,135.68421741357358
29,2019-01-30,3495.1748046875,3429.387939453125,3443.89697265625,3486.181640625,5955112627,3486.181640625,65.786865234375,-42.28466796875,3556.1919294084823,3598.7171630859375,3634.730736142113,69.15333353973442,114.80401401878815
30,2019-01-31,3504.804931640625,3447.915771484375,3485.4091796875,3457.792724609375,5831198271,3457.792724609375,56.88916015625,27.616455078125,3542.036063058036,3586.8270263671875,3608.5877743675596,72.45598474029374,74.76596880338946
31,2019-02-01,3501.9541015625,3431.591552734375,3460.547119140625,3487.9453125,5422926707,3487.9453125,70.362548828125,-27.398193359375,3521.0584542410716,3571.2953578404017,3598.4226190476193,71.6333941816105,79.76977112124355
