,formatted_date,high,low,open,close,volume,adjclose,H-L,O-C,SMA_7,SMA_14,SMA_21,SD_7,SD_21
20,2019-01-21,3608.8408203125,3558.537109375,3600.372802734375,3576.032470703125,5004347059,3576.032470703125,50.3037109375,24.34033203125,3646.814278738839,3705.745762416295,3776.6144903273807,50.412745376482874,165.76614436749492
21,2019-01-22,3620.74658203125,3539.721435546875,3575.081298828125,3604.5771484375,5313623556,3604.5771484375,81.025146484375,-29.495849609375,3643.0859723772323,3675.2978515625,3765.236258370536,52.71760587395144,169.11091657903847
22,2019-01-23,3623.06787109375,3565.31396484375,3605.55712890625,3585.123046875,5433755649,3585.123046875,57.75390625,20.43408203125,3633.1025739397323,3643.1426130022323,3748.175002325149,56.56086964310979,168.30809822693277
23,2019-01-24,3616.08740234375,3569.0927734375,3584.500244140625,3600.865478515625,5262869046,3600.865478515625,46.99462890625,-16.365234375,3622.0027901785716,3637.566964285714,3736.942824590774,53.70420174491679,169.9645614418739
24,2019-01-25,3612.927734375,3575.597412109375,3607.390380859375,3599.765869140625,5265847539,3599.765869140625,37.330322265625,7.62451171875,3613.7065778459823,3631.3098493303573,3724.6594122023807,51.693453780162834,170.12076653282617
25,2019-01-26,3654.93310546875,3593.345947265625,3599.71533203125,3602.46044921875,5098183235,3602.46044921875,61.587158203125,-2.7451171875,3595.691162109375,3627.106951032366,3713.1006440662204,10.759794811175416,169.76743746025505
26,2019-01-27,3612.67138671875,3567.245849609375,3604.687255859375,3583.9658203125,5570752966,3583.9658203125,45.425537109375,20.721435546875,3593.2557547433034,3629.3221435546875,3689.6403227306546,11.271462290884035,149.89694442208034
27,2019-01-28,3586.7509765625,3439.23291015625,3584.283203125,3470.450439453125,6908930483,3470.450439453125,147.51806640625,113.832763671875,3578.172607421875,3612.4934430803573,3663.2213774181546,48.22563251978641,136.03973709847696
28,2019-01-29,3476.0654296875,3400.81982421875,3468.8701171875,3448.116943359375,5897159493,3448.116943359375,75.24560546875,20.753173828125,3555.8211495535716,3599.4535609654017,3635.4722842261904,66.67637272455532,115.12745174867548
29,2019-01-30,3495.1748046875,3429.387939453125,3443.89697265625,3486.181640625,5955112627,3486.181640625,65.786865234375,-42.28466796875,3541.6866629464284,3587.39461844308,3609.3239629836307,69.84149448795631,75.21853411090366
