,formatted_date,high,low,open,close,volume,adjclose,H-L,O-C,SMA_7,SMA_14,SMA_21,SD_7,SD_21
20,2019-01-21,3608.8408203125,3558.537109375,3600.372802734375,3576.032470703125,5004347059,3576.032470703125,50.3037109375,24.34033203125,3613.942696707589,3670.0346156529017,3723.786156063988,32.28564673456065,152.46287344129135
21,2019-01-22,3620.74658203125,3539.721435546875,3575.081298828125,3604.5771484375,5313623556,3604.5771484375,81.025146484375,-29.495849609375,3602.4815848214284,3637.3750523158483,3715.809500558036,42.44093073905656,157.66549125804195
22,2019-01-23,3623.06787109375,3565.31396484375,3605.55712890625,3585.123046875,5433755649,3585.123046875,57.75390625,20.43408203125,3594.0016741071427,3604.707275390625,3703.804954892113,43.19141773501415,159.13331095102092
23,2019-01-24,3616.08740234375,3569.0927734375,3584.500244140625,3600.865478515625,5262869046,3600.865478515625,46.99462890625,-16.365234375,3586.4490792410716,3598.27286202567,3691.5606631324404,42.09598653550573,159.13532845384375
24,2019-01-25,3612.927734375,3575.597412109375,3607.390380859375,3599.765869140625,5265847539,3599.765869140625,37.330322265625,7.62451171875,3577.6657366071427,3592.7391183035716,3681.6436941964284,35.6991811393577,159.58465518550278
25,2019-01-26,3654.93310546875,3593.345947265625,3599.71533203125,3602.46044921875,5098183235,3602.46044921875,61.587158203125,-2.7451171875,3569.232596261161,3588.4202008928573,3670.045875186012,17.381606287858105,156.55869059681214
26,2019-01-27,3612.67138671875,3567.245849609375,3604.687255859375,3583.9658203125,5570752966,3583.9658203125,45.425537109375,20.721435546875,3566.9792131696427,3590.014386858259,3657.6998116629466,16.28416849401377,153.80139266455535
27,2019-01-28,3586.7509765625,3439.23291015625,3584.283203125,3470.450439453125,6908930483,3470.450439453125,147.51806640625,113.832763671875,3549.9357561383927,3581.939226422991,3630.001662481399,51.325006389553536,136.52914858767502
28,2019-01-29,3476.0654296875,3400.81982421875,3468.8701171875,3448.116943359375,5897159493,3448.116943359375,75.24560546875,20.753173828125,3530.0926688058034,3566.287126813616,3601.6142578125,76.57298227641199,116.99375094879329
29,2019-01-30,3495.1748046875,3429.387939453125,3443.89697265625,3486.181640625,5955112627,3486.181640625,65.786865234375,-42.28466796875,3510.6746651785716,3552.3381696428573,3573.3630719866073,83.10838350567235,73.94931722801459
30,2019-01-31,3504.804931640625,3447.915771484375,3485.4091796875,3457.792724609375,5831198271,3457.792724609375,56.88916015625,27.616455078125,3493.3636648995534,3539.9063720703125,3563.3031296502977,81.51720544778873,76.03229339173969
31,2019-02-01,3501.9541015625,3431.591552734375,3460.547119140625,3487.9453125,5422926707,3487.9453125,70.362548828125,-27.398193359375,3472.7913992745534,3525.2285679408483,3552.756545293899,75.23430797034665,78.285449968294
32,2019-02-02,3523.287353515625,3467.57470703125,3484.6259765625,3521.060791015625,5071623601,3521.060791015625,55.712646484375,-36.434814453125,3454.8240792410716,3512.028337751116,3543.888160342262,53.533866674895144,76.79993660203223
33,2019-02-03,3521.38818359375,3447.92431640625,3516.1396484375,3464.013427734375,5043937584,3464.013427734375,73.4638671875,52.126220703125,3437.778145926339,3502.378679547991,3539.268973214286,20.697240812219256,79.60041149426023
34,2019-02-04,3476.223876953125,3442.5869140625,3467.211669921875,3459.154052734375,5332718886,3459.154052734375,33.636962890625,8.0576171875,3438.2572893415177,3494.096522739955,3534.0452473958335,20.77520768676986,82.25857894534998
35,2019-02-05,3478.148193359375,3451.93701171875,3454.950927734375,3466.357421875,5227549545,3466.357421875,26.211181640625,-11.406494140625,3445.559744698661,3487.8262067522323,3526.0446661086307,12.922496897328182,81.65401121627694
36,2019-02-06,3469.091796875,3398.5654296875,3469.091796875,3413.767822265625,5482196038,3413.767822265625,70.5263671875,55.323974609375,3441.1565290178573,3475.915597098214,3515.2776227678573,21.653197441008196,82.89643470064905
37,2019-02-07,3427.945556640625,3394.218505859375,3414.929443359375,3399.4716796875,5004962683,3399.4716796875,33.72705078125,15.457763671875,3433.4854910714284,3463.424577985491,3504.4327450706846,27.564296513158478,83.13859484270951
38,2019-02-08,3695.614013671875,3391.023681640625,3401.37646484375,3666.7802734375,7735623101,3666.7802734375,304.59033203125,-265.40380859375,3427.6900809151784,3450.240740094866,3492.7157389322915,31.94540514469207,80.81570780241972
39,2019-02-09,3679.94140625,3646.559326171875,3671.5859375,3671.20361328125,6158833645,3671.20361328125,33.382080078125,0.38232421875,3453.2593122209823,3454.0416957310267,3492.4386625744046,89.31173630509072,80.24892352319823
